location_id,year,pm10_pred
468,2024,79.139
468,2025,79.139
468,2026,79.139
469,2023,11.367
469,2024,11.367
471,2023,89.30156752024513
477,2023,89.30156752024513
485,2023,19.176784143121726
487,2023,19.176784143121726
487,2024,19.176784143121726
487,2025,19.176784143121726
487,2026,19.176784143121726
489,2023,-636.2039106285794
492,2023,89.30156752024513
494,2023,89.30156752024513
497,2023,26.18
497,2024,26.18
497,2025,26.18
497,2026,26.18
498,2023,214.049
498,2024,214.049
510,2023,89.30156752024513
512,2023,89.30156752024513
516,2023,66.47756057543305
520,2023,18.12039793467819
520,2024,18.12039793467819
520,2025,18.12039793467819
520,2026,18.12039793467819
532,2023,37.06699999999999
532,2024,37.06699999999999
532,2025,37.06699999999999
532,2026,37.06699999999999
535,2023,23.264029198235146
547,2023,17.870531515713147
547,2024,17.870531515713147
550,2023,25.014
550,2024,25.014
550,2025,25.014
550,2026,25.014
559,2023,8.912010526268327
